Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,52.7599983215332,52.790000915527344,52.16999816894531,52.189998626708984,48.16908264160156,6644600
2018-01-03,52.29999923706055,52.54999923706055,51.91999816894531,52.33000183105469,48.29830551147461,6955500
2018-01-04,52.79999923706055,53.529998779296875,52.5099983215332,53.130001068115234,49.03667068481445,8678800
2018-01-05,53.20000076293945,53.2400016784668,52.7400016784668,53.11000061035156,49.01820373535156,6476000
2018-01-08,52.93000030517578,53.16999816894531,52.689998626708984,52.88999938964844,48.81515121459961,6681400
2018-01-09,53.060001373291016,53.52000045776367,53.02000045776367,53.29999923706055,49.193565368652344,6622700
2018-01-10,53.939998626708984,54.47999954223633,53.61000061035156,53.93000030517578,49.775028228759766,11028800
2018-01-11,54.13999938964844,54.34000015258789,53.81999969482422,54.20000076293945,50.024227142333984,8310000
2018-01-12,54.56999969482422,55.13999938964844,54.52000045776367,55.119998931884766,50.873348236083984,8998000
2018-01-16,55.650001525878906,55.97999954223633,54.20000076293945,54.599998474121094,50.393409729003906,11168500
2018-01-17,54.779998779296875,55.40999984741211,53.86000061035156,55.349998474121094,51.08562469482422,11905200
2018-01-18,55.900001525878906,55.9900016784668,55.09000015258789,55.84000015258789,51.53787612915039,13953900
2018-01-19,55.689998626708984,57.5,55.689998626708984,57.459999084472656,53.03306579589844,15124200
2018-01-22,56.470001220703125,57.47999954223633,56.130001068115234,57.36000061035156,52.940765380859375,16858300
2018-01-23,57.13999938964844,57.310001373291016,56.650001525878906,56.90999984741211,52.52543640136719,9372200
2018-01-24,57.209999084472656,57.72999954223633,56.900001525878906,57.2400016784668,52.83001708984375,8403600
2018-01-25,57.36000061035156,57.369998931884766,56.61000061035156,56.810001373291016,52.433143615722656,9463800
2018-01-26,57.09000015258789,57.619998931884766,56.75,57.599998474121094,53.16227340698242,8382200
2018-01-29,57.4900016784668,58.04999923706055,57.40999984741211,57.45000076293945,53.023834228515625,7493500
2018-01-30,56.66999816894531,57.290000915527344,56.54999923706055,56.599998474121094,52.46763610839844,7321200
2018-01-31,56.709999084472656,57.08000183105469,56.33000183105469,56.54999923706055,52.42129135131836,7193100
2018-02-01,56.5,57.459999084472656,56.369998931884766,57.45000076293945,53.25558090209961,7474400
2018-02-02,57.029998779296875,57.290000915527344,55.38999938964844,55.47999954223633,51.42940902709961,9783700
2018-02-05,54.63999938964844,55.630001068115234,51.91999816894531,52.54999923706055,48.713321685791016,13439000
2018-02-06,51.20000076293945,54.36000061035156,50.900001525878906,54.33000183105469,50.36337661743164,17628700
2018-02-07,53.91999816894531,55.709999084472656,53.88999938964844,54.54999923706055,50.56731033325195,11541700
2018-02-08,54.540000915527344,54.650001525878906,51.790000915527344,51.790000915527344,48.00882339477539,14073100
2018-02-09,52.560001373291016,52.90999984741211,50.02000045776367,52.13999938964844,48.3332633972168,15736400
2018-02-12,52.79999923706055,54.13999938964844,52.619998931884766,53.43000030517578,49.529083251953125,11712900
2018-02-13,53.029998779296875,53.880001068115234,52.86000061035156,53.38999938964844,49.492000579833984,8659500
2018-02-14,53.27000045776367,55.099998474121094,53.2599983215332,55.04999923706055,51.03080368041992,10536300
2018-02-15,55.47999954223633,55.599998474121094,54.58000183105469,55.400001525878906,51.355255126953125,7769900
2018-02-16,55.29999923706055,55.56999969482422,54.95000076293945,55.13999938964844,51.114234924316406,7448200
2018-02-20,54.93000030517578,55.650001525878906,54.7400016784668,55.060001373291016,51.04007339477539,7709400
2018-02-21,55.11000061035156,56.33000183105469,54.959999084472656,55.099998474121094,51.077144622802734,8363000
2018-02-22,55.40999984741211,55.90999984741211,54.61000061035156,54.86000061035156,50.85467529296875,6111600
2018-02-23,55.040000915527344,56.130001068115234,55.040000915527344,56.06999969482422,51.97633361816406,6687100
2018-02-26,56.310001373291016,57.0099983215332,56.20000076293945,57.0099983215332,52.84770965576172,7795800
2018-02-27,57.0,57.81999969482422,56.66999816894531,56.720001220703125,52.57888412475586,11757700
2018-02-28,57.09000015258789,57.630001068115234,56.0099983215332,56.02000045776367,51.929988861083984,9599100
2018-03-01,55.88999938964844,56.290000915527344,54.40999984741211,54.4900016784668,50.511688232421875,12093900
2018-03-02,54.13999938964844,54.869998931884766,53.5099983215332,54.7400016784668,50.743438720703125,12154100
2018-03-05,54.31999969482422,56.0,54.279998779296875,55.4900016784668,51.438682556152344,7598500
2018-03-06,55.88999938964844,56.709999084472656,55.40999984741211,56.560001373291016,52.430564880371094,9762300
2018-03-07,55.83000183105469,57.029998779296875,55.70000076293945,56.880001068115234,52.727203369140625,8181000
